Area_sqft,Property_Type,Year_Built,Distance_to_City_Center_km,Bedrooms,Bathrooms,Floor_Number,Price_INR
2757,1.0,2010,29.618359001435763,3,2,0,37405064
3884,0.0,2016,25.87457524930384,5,5,9,14689344
4328,0.5,2017,38.110256238593855,5,5,3,19702288
3701,1.0,2013,43.34620825305764,4,3,3,17520291
1514,0.0,2018,3.11414344616068,2,1,8,11092424
4582,0.0,2017,11.859862751198822,6,6,20,18739173
5794,0.0,2016,40.53638086677263,6,6,9,20362500
4239,0.0,2020,39.30851453168852,5,4,5,15191666
5065,1.0,2018,1.2169714923332615,6,6,2,33533505
5206,0.5,2019,26.20500724978544,6,5,1,42066081
2844,0.0,2012,14.718497818808297,4,5,0,18719021
3731,0.0,2021,24.10932114185726,5,4,20,15194930
577,1.0,2011,10.288985500250941,1,1,3,5387872
5924,0.0,2019,31.905779651750127,6,6,15,23167416
5696,0.0,2014,15.245459640082407,6,6,1,36372006
4878,1.0,2025,29.07306913171605,6,5,2,89668306
1107,0.0,2019,3.8514429799533216,1,2,3,4866008
3986,0.5,2024,43.348662991069126,4,3,0,50828905
3519,0.0,2018,11.774293836808791,4,3,10,25735506
4644,0.5,2011,18.641748059961778,6,6,0,55372680
417,1.0,2011,17.45119632889566,1,1,2,2178645
2928,0.0,2014,27.020450305907687,3,4,19,18039893
3714,0.0,2025,5.221140587117012,4,5,8,16915067
4089,1.0,2018,15.353924502533385,5,5,2,65059464
5551,0.0,2018,39.6912316314649,6,6,20,49352322
521,0.0,2019,18.200443474652467,1,2,10,6043956
2886,0.5,2013,11.07343905356907,4,5,1,23212963
1818,0.5,2021,40.68729011997045,3,3,2,24798567
3062,0.0,2018,26.49056021096223,3,2,8,32712726
3145,1.0,2021,19.02739125013303,3,4,2,53489876
1134,1.0,2010,42.24543305935961,2,2,0,5171380
4845,1.0,2018,31.570242189061958,6,6,3,47104478
1845,0.0,2020,30.295984343704532,3,3,7,6987617
3852,0.5,2016,15.077246037807681,5,6,0,18776917
2807,1.0,2018,25.408318061679974,4,3,0,29149243
5545,0.0,2020,21.396872575815408,6,5,2,38347428
2074,0.0,2019,18.262181795664972,2,1,20,22934672
4532,1.0,2014,0.7922313573052726,6,6,0,26516051
837,0.0,2015,13.583316768787581,2,3,11,5526461
574,0.0,2010,44.08413436991633,1,1,5,1651884
1906,0.0,2011,35.22446418993287,3,4,13,6222035
4609,0.0,2024,27.864169634315026,6,6,17,20433621
3774,1.0,2010,19.04975112965052,4,4,3,34688767
4649,0.0,2010,3.922699509517542,6,6,15,30706036
819,0.0,2016,27.620679797819257,2,3,17,8537842
3449,0.0,2023,12.620284425480003,5,5,12,25526038
4425,0.0,2022,26.138724270863342,5,4,20,31604351
4282,1.0,2012,42.64100092544212,6,5,3,19996300
2764,0.5,2024,35.47643045863275,4,3,0,23858060
2024,0.0,2025,43.24479257374463,2,1,16,8052980
4581,0.5,2024,37.778572002221544,6,6,3,38078535
1623,0.0,2024,4.399194732907919,3,2,10,13605242
5624,0.5,2023,4.811416293236885,6,5,3,32102931
3023,0.0,2010,30.634311982745746,3,2,11,15563181
2864,0.5,2010,29.709095454732775,3,4,0,19150442
4699,1.0,2016,17.40523908389439,5,5,3,24980554
950,0.0,2020,2.8859163790715705,2,3,14,7424317
4123,0.0,2021,32.262768190844476,6,6,9,16047681
4443,0.0,2024,5.169328048022336,6,6,12,33444026
2495,1.0,2014,28.77572150759978,4,4,3,22087553
5143,0.0,2022,2.6403587387972793,6,5,11,23694204
2242,0.5,2025,8.594045003248521,3,3,0,22779980
5760,0.0,2010,25.264935927536907,6,6,5,32602312
5727,0.0,2017,27.07914093656229,6,5,14,21337268
883,0.0,2024,30.405098502500735,1,1,0,6132677
3343,0.0,2015,5.427040486525979,4,4,15,23277746
5217,1.0,2025,20.284474406127188,6,6,0,36210930
3067,0.0,2014,6.4557545036967126,4,4,16,32565199
2788,1.0,2025,42.16726116985343,3,2,2,17060579
1491,0.0,2015,37.62846404385159,2,1,2,14074820
2817,0.5,2025,25.632131677895885,3,2,0,41897172
5590,0.0,2017,19.667685535489113,6,5,15,38364798
1521,0.0,2021,14.952307717462576,2,2,1,6437858
2417,0.0,2018,35.465326771713976,3,3,10,14638878
2611,0.5,2020,23.18470174249377,3,2,3,13480522
3316,1.0,2020,1.039901410474941,4,3,1,40480138
1001,0.0,2018,25.88021549419313,2,1,6,3936558
5915,1.0,2020,38.63810579046806,6,6,3,54806950
3546,0.0,2012,27.491189062410037,4,5,15,20074401
1452,0.5,2010,3.6384761870571265,2,1,3,11425849
922,0.5,2019,26.7747486683261,1,1,3,4638906
2665,0.0,2015,33.86983138694606,4,4,9,9419158
4613,0.0,2024,33.3634918429286,5,6,0,18517824
1610,0.0,2016,24.600156143128107,2,3,11,10134935
4751,0.0,2025,34.00652253429822,5,6,20,18717831
612,0.5,2015,5.7457427603707085,1,2,3,5447895
4567,0.5,2014,12.137900002013406,6,6,1,21042161
2233,1.0,2022,10.603130646215488,2,3,0,24899672
3270,1.0,2019,16.014968883217087,5,5,2,35031248
3425,0.5,2020,28.833758771489954,4,5,3,28418050
1685,0.5,2014,23.37242975177989,3,4,1,13063895
1700,0.0,2021,21.283052274605375,3,3,0,19925887
1159,0.0,2023,25.590232173085717,2,1,18,8253222
2879,0.0,2019,18.336371881739495,3,2,17,19285527
5606,0.0,2012,43.43266189594028,6,5,1,50939166
3379,0.0,2013,1.0936971394924928,5,4,3,24121251
609,0.5,2023,14.226281154108019,1,1,2,9384061
1292,1.0,2019,44.358040349921936,2,1,0,10562232
1642,1.0,2012,41.607021854674755,3,2,0,20484232
4412,1.0,2018,37.58113545944086,5,4,2,22987531
2378,0.0,2023,7.39909195184367,2,2,11,17426532
3555,0.0,2012,36.40133674275646,5,4,5,10149135
5538,0.5,2024,4.603968959502312,6,6,0,57043431
2982,0.0,2025,3.9718047424072203,3,3,20,14000499
1803,1.0,2021,4.103317373047265,3,2,3,12271102
5908,0.0,2014,26.417498793512443,6,6,11,20850461
4488,1.0,2015,31.201632135616023,6,6,2,39967470
1515,0.0,2017,11.894671990148868,1,2,8,10903701
2120,0.5,2019,29.558195139407015,3,2,1,17297549
820,0.5,2015,20.887882326296126,1,1,3,11281097
4575,0.0,2015,43.82261284765716,6,5,18,25183086
4933,0.0,2015,15.81375645214758,6,5,18,19055862
633,0.0,2010,30.90195728617605,1,2,6,5807143
709,0.0,2019,6.192093173646972,1,1,9,8760214
2453,0.0,2020,3.1141497805288862,3,3,15,10706058
1201,0.0,2015,28.354036072880078,1,1,20,4251526
4563,0.5,2010,11.783568155314443,5,5,0,20788681
924,0.0,2022,41.21360702010198,1,2,19,5737824
3160,1.0,2011,1.2008949221284917,4,3,3,50832434
2400,0.0,2017,42.400280138906105,3,4,9,23554894
821,0.0,2017,1.4107249319019122,1,2,13,3626588
3165,0.0,2011,29.317448488185523,4,4,7,9785122
628,1.0,2021,38.059725544023784,1,1,1,10141453
3374,0.0,2024,19.632911017689356,4,5,14,15484108
3837,0.0,2012,29.874158448284422,4,4,15,35213803
1890,0.0,2015,13.57052587226676,2,1,7,13223163
1122,1.0,2013,21.180694664746927,1,2,3,17337842
1227,0.5,2018,8.202765813916438,2,3,3,10936065
3462,0.0,2016,10.687622646338086,5,4,8,13871828
2716,0.0,2019,40.2959603506234,3,3,4,16589726
5412,0.0,2018,32.10586826924073,6,5,17,20164758
1518,1.0,2022,37.97198470388597,2,1,3,9148343
4667,1.0,2016,18.638781364529102,5,4,2,26522855
1394,0.0,2025,6.178636284015395,2,1,20,6902222
3865,0.0,2022,41.11568031609226,4,5,19,14276888
2396,0.0,2015,43.48046950777068,3,4,11,7891001
1358,1.0,2023,38.41295800091196,2,3,0,7735355
3794,0.5,2013,25.555094764367553,5,5,2,16321234
4745,1.0,2017,22.799043341024298,5,4,0,27232561
2346,0.0,2021,40.32119137358075,3,2,13,8815379
3233,0.5,2021,18.82459925842847,4,5,3,29810144
1458,0.0,2015,26.621099010957263,1,2,11,5024670
4876,1.0,2019,18.932326416305578,6,6,0,82211774
4081,1.0,2014,3.994901892730613,5,6,3,23698808
1038,0.5,2022,39.93224745527297,1,1,2,8378576
2443,0.0,2015,32.6374662662982,4,3,2,14588437
5218,1.0,2021,21.1601888929652,6,6,1,31503714
4026,1.0,2022,7.7246767809200385,6,6,3,47191644
639,0.0,2015,8.375408901648171,1,1,20,4267610
5821,0.5,2011,30.05066845367578,6,6,1,68269697
3271,0.5,2012,42.20475551762878,4,3,3,36119285
2602,0.0,2019,19.56874665767825,3,2,6,10340034
1571,0.0,2018,20.292219311509445,1,2,0,10461959
1117,0.0,2017,31.01259966661112,1,1,16,3993836
5320,0.0,2017,38.549775925314044,6,6,14,31221424
5531,0.0,2010,36.26726341327504,6,6,16,48751250
4224,1.0,2021,32.30296256860812,5,4,3,24010287
1540,1.0,2018,12.029715051589935,2,1,3,16513044
4603,0.0,2013,8.136408992737206,6,5,18,30480826
438,0.0,2023,0.8198119014233205,1,2,12,5696256
1977,0.0,2020,43.64542838652011,3,3,5,7144843
3181,0.5,2024,19.793280943642955,3,2,2,49406666
447,0.0,2011,9.351252822142401,1,2,2,2926232
2794,1.0,2016,5.947901848015547,3,3,0,28410359
1234,0.0,2015,7.1541381891877975,2,1,10,5296586
3949,0.0,2023,15.413929392550083,4,3,11,17397657
5263,0.5,2022,38.70864975005104,6,5,3,24871148
3252,0.0,2025,43.67815376143464,5,4,17,12278958
1335,0.0,2018,23.069289421301416,2,3,18,5102317
3456,1.0,2020,14.671566222398141,4,3,3,21212028
1183,0.0,2011,8.308047995891947,1,1,13,7492694
3391,1.0,2015,13.29017437188454,5,6,3,19886021
4513,0.0,2020,28.04700812562973,5,4,13,29522828
3598,1.0,2017,42.5639213960821,5,4,0,30467263
3803,1.0,2015,22.35482359403133,4,5,3,21304442
1209,0.0,2017,6.721848428615179,1,2,1,5121911
5521,0.5,2023,42.60516136394889,6,6,2,41686459
2153,0.0,2011,43.34733367066551,2,1,17,11173706
1382,0.5,2018,40.33468906634073,1,1,3,10227309
1483,0.0,2021,38.73259872102721,2,2,2,9707185
1359,1.0,2015,35.09543002492199,1,1,0,12329277
2126,0.5,2016,6.11394519665956,3,3,0,18407182
3219,0.5,2011,15.06120502331775,5,4,1,13794358
4095,1.0,2025,34.059731332825436,5,4,3,43322442
1043,0.0,2019,39.0485759286623,2,3,7,10416947
4078,0.0,2017,10.62154655852497,6,6,2,15938449
4295,0.0,2020,28.129653063582857,6,6,1,27288681
659,0.0,2018,3.1270944818027084,1,1,5,2847487
1555,0.0,2012,38.58831151585466,1,1,9,4942800
3707,0.5,2024,15.961770560681673,5,5,1,34908995
4242,1.0,2023,9.24875638159262,6,5,0,51867819
2502,1.0,2013,37.77504162938742,4,4,1,20820302
4180,0.5,2024,8.088650346464068,5,4,3,23744681
1506,1.0,2022,21.000660705817452,1,2,2,16068497
5005,0.0,2020,4.75265785129876,6,6,5,38774771
4341,0.5,2015,20.30224681090034,5,5,0,34138924
3759,1.0,2023,41.62443167578804,4,4,0,35669617
1803,0.5,2024,31.36590197353877,2,3,2,9032595
3785,0.0,2022,44.30397630689353,5,4,5,14617187
856,0.0,2012,20.437039718515127,1,1,11,5397910
1614,0.0,2019,40.0699265124647,3,4,0,5811284
2664,0.0,2021,41.0510907193186,3,3,0,9768016
644,0.5,2016,4.525001024828487,1,1,3,6091456
5273,0.5,2025,44.06695423458634,6,5,1,44300695
3503,0.5,2017,40.20292305867718,5,4,3,15206045
4756,0.0,2014,28.374798239776183,5,5,15,16589723
4652,0.0,2014,24.371001910441922,6,5,17,28022600
3606,0.0,2012,17.640449967244617,5,6,14,37732499
2193,0.5,2013,26.589052564143934,3,3,2,16394926
5785,1.0,2012,33.27960059638057,6,5,2,46048154
794,0.0,2022,32.031765268094446,1,2,4,8601459
3524,0.0,2021,13.863815433319706,4,3,15,15679710
4807,1.0,2017,30.391184063544905,6,5,3,46053284
3657,0.0,2012,0.7070743113999803,4,4,20,40836037
5083,0.0,2011,8.05785207009396,6,5,13,18369337
1363,0.0,2015,7.258111172298688,2,3,13,5360860
1003,1.0,2017,33.475547124996964,2,2,2,9297119
1132,0.5,2021,40.41541869076116,1,1,3,9071428
5930,0.0,2024,4.342225307834942,6,6,10,27704353
4494,0.0,2019,41.07648464110562,6,6,14,15719464
5906,0.0,2017,14.144337065081633,6,6,3,41978123
5746,0.0,2025,28.20915408350057,6,5,14,24199044
3894,0.5,2025,7.794949646616871,4,3,2,23585448
1957,0.0,2015,18.42439137900854,3,3,13,7681191
3680,0.0,2021,21.056902245691138,4,3,5,15396813
1899,0.0,2023,17.168519558420048,2,1,20,8215632
1868,0.0,2024,37.08480520756664,3,4,0,12718082
2315,0.0,2015,26.46945780670357,3,4,8,23755872
3796,0.5,2015,22.578028330446987,4,5,0,29273344
1039,0.5,2014,35.38660586355862,1,1,2,7366274
1765,0.0,2013,32.06626590004966,3,3,17,9979257
672,0.0,2011,5.166223610972073,1,1,3,4350879
4172,0.0,2023,23.54406618609273,6,6,12,30558949
2875,0.0,2020,36.006065558795314,4,5,20,19345316
1208,0.5,2023,28.891250660121365,2,1,2,6379349
4219,0.0,2024,32.22109662691719,5,4,13,48303619
4729,0.0,2014,26.013626076708608,6,6,16,46707809
3319,0.0,2011,41.797883769688795,5,4,13,10462663
1606,0.0,2018,23.393899820310228,2,1,5,6232910
4586,0.0,2013,25.586395977455755,5,5,1,41963252
1532,0.0,2010,39.62433324758615,1,2,16,8170824
1151,0.0,2019,27.85663200998045,1,2,11,7371756
904,0.0,2010,19.972629054066285,1,1,15,3059601
5980,1.0,2019,11.78394358389982,6,6,3,37630397
578,0.0,2014,43.46456988437873,1,1,3,3006845
5997,1.0,2020,34.81033884122472,6,6,0,57870710
1207,0.5,2017,4.183720948348617,2,1,0,6361239
2544,0.0,2020,6.07640096565318,3,2,2,31528766
608,0.0,2016,9.638453229793065,1,1,11,4287405
4359,0.5,2021,11.044878197475489,6,5,0,23442156
5944,0.0,2016,29.20606073800611,6,6,15,20955794
443,0.5,2014,24.218142601297803,1,2,0,5700556
5241,1.0,2018,10.993556933336574,6,6,1,33745265
2583,0.0,2014,7.157152245084998,3,2,13,9952065
3123,0.0,2010,31.284785286360023,4,5,13,17486165
2375,0.5,2014,2.8393663442831283,2,1,1,12203251
4381,1.0,2023,10.256321111261203,6,6,3,31504694
4374,0.0,2020,13.659814374773374,6,6,8,19335797
1337,1.0,2024,8.567361660927052,1,1,0,9177835
2989,1.0,2023,26.046834974343813,3,2,2,31063944
4715,0.0,2024,32.41189576187666,6,6,15,19796310
3417,0.0,2021,18.62800170935175,4,3,12,40520756
1406,0.0,2012,7.914697943652301,1,1,7,9247065
3006,0.0,2012,18.36222204096902,3,2,5,30166033
4145,0.0,2023,21.2319277524254,5,6,18,29695090
2311,0.5,2014,39.64903535274178,2,1,0,26356728
5965,0.0,2010,24.155355975707206,6,6,13,33645246
5663,0.0,2022,3.046942951256457,6,5,5,25405391
3207,0.0,2017,44.02917658458059,4,3,0,18987704
4524,0.0,2018,8.89921936470839,5,4,19,55379134
1161,0.0,2024,24.012603170908243,1,2,0,14166901
4616,0.0,2019,15.69104175174777,6,5,20,19856958
414,0.0,2013,31.568386946477066,1,2,10,1480625
2667,1.0,2010,8.991762518034063,3,3,1,14373177
4802,0.5,2011,23.30372539864079,6,6,0,36191186
5319,0.5,2021,23.382101870551352,6,6,2,27370524
4967,0.0,2016,29.47182684392267,6,6,17,30432843
2105,0.0,2010,26.400703006461672,3,4,13,12090817
3134,0.0,2012,6.103880443313239,4,5,18,19728786
4303,0.0,2021,31.393959983554026,5,5,2,18048440
4100,0.0,2016,21.105953287698018,6,5,14,27500316
2796,0.5,2013,8.843315858385646,3,4,0,36206264
4497,0.0,2022,18.30488379941156,5,4,20,19064472
1455,1.0,2023,16.935416077513405,2,3,1,9345058
5374,0.0,2021,20.232367936816562,6,6,15,22221974
1733,0.5,2022,40.311857203243086,2,3,0,8104271
3736,0.0,2024,39.28475451379117,4,5,17,25913406
2722,0.0,2019,1.5703556923090345,4,3,9,12170043
1045,0.5,2023,23.331438309032716,2,2,2,14877424
2801,0.0,2013,3.764733588495594,4,4,2,10738837
4937,0.0,2010,2.1176528594826007,6,6,15,31895871
3216,0.5,2017,9.899857599682143,5,6,1,47495569
3868,0.0,2013,43.46885270935542,4,3,7,11719607
3221,0.0,2021,41.92410379823842,4,5,10,31659821
1010,0.0,2018,32.24016257253805,1,2,6,3725957
1580,0.0,2021,14.235399003424936,2,3,20,11638038
4689,0.0,2014,9.90692825004882,6,6,8,30909280
3545,0.0,2015,8.125440759238302,4,3,12,23398386
4920,0.0,2015,1.4526447442596964,6,6,16,35746619
2230,1.0,2018,20.096054923393318,3,3,1,22177720
1224,0.0,2012,27.47900019011287,2,3,16,7243019
5132,0.0,2021,26.944790848979526,6,5,3,54799243
4139,0.0,2015,31.719140744646104,6,6,1,24778689
2990,0.5,2025,23.224077434797014,3,3,1,15899850
412,0.0,2021,24.249193829456967,1,2,10,2835349
3522,1.0,2024,43.19274516655472,4,5,0,59058193
5072,0.0,2022,25.62186226624217,6,6,1,20959573
5052,0.0,2018,39.38742605044822,6,6,8,29725498
1024,0.0,2017,6.041007595699532,2,1,17,11881220
2427,1.0,2016,37.27053846910921,4,4,1,21168594
5060,0.0,2013,31.13699763690483,6,5,8,17299343
4936,0.0,2014,0.7573968106793159,6,6,9,35518783
1705,1.0,2016,9.867390808668114,2,1,3,17533369
543,0.0,2020,10.08026136906456,1,1,2,2317367
3227,0.0,2015,18.180407181359776,5,4,6,21135828
4229,0.5,2020,17.926927754497775,6,6,3,37905603
671,0.0,2014,16.041578578199022,1,1,11,4327098
5957,0.0,2018,19.837345516802046,6,6,0,39253414
5866,1.0,2021,37.30374685045216,6,5,3,54034628
3523,0.0,2014,2.747920983695336,5,5,2,14129462
2441,0.0,2022,38.207959110911894,3,2,12,16280037
3042,0.0,2022,41.37493166184308,3,4,10,11690268
5974,0.0,2025,7.909919913473207,6,6,11,48151558
1929,0.0,2015,16.794008917109906,2,3,18,21494101
3035,1.0,2019,29.475503868937086,4,5,2,30008942
2813,0.5,2023,44.04639776137803,3,2,2,22743859
1063,0.5,2020,39.044583980292785,2,2,3,4889635
5633,0.0,2023,33.47134212463861,6,6,19,40355524
852,1.0,2016,42.30197429837127,2,1,0,11878413
2943,0.0,2024,44.2162462643243,4,5,7,10662180
5095,0.0,2011,40.46675694457196,6,5,18,26698922
4684,1.0,2014,8.791964073907081,5,5,0,27818461
4031,0.5,2015,32.26736025450781,5,6,0,51761967
4371,1.0,2024,18.26736886194342,5,5,2,48239151
1631,0.0,2024,36.87267110997375,2,2,9,10774789
4979,0.0,2012,2.9709211958117026,6,6,5,19372706
3540,1.0,2013,37.39223143696151,5,4,2,16482596
3005,0.5,2021,13.603224084265799,4,4,3,27603619
2936,0.0,2023,34.79607830677722,3,4,11,32579416
5549,0.5,2011,7.985407414048927,6,6,0,69611474
3906,0.0,2016,2.6715424030830883,5,6,8,42729022
4016,1.0,2011,29.426869000250484,5,4,3,34138637
2249,0.0,2023,20.26363823311567,3,3,13,9420718
4857,1.0,2020,38.18271831662196,6,5,2,27318971
2169,0.0,2021,41.123225713004885,2,2,19,8122346
648,1.0,2011,18.57302171037107,1,1,1,3495240
5206,0.5,2023,27.94701538419803,6,6,1,79185940
5556,1.0,2014,12.942109951407772,6,6,0,52961942
5462,0.5,2014,12.033238441146874,6,5,3,45608610
3564,0.5,2025,38.72856892913635,5,4,0,30907838
3225,0.0,2015,6.9729327167390185,4,4,7,13313871
3235,0.0,2011,20.307229556895486,5,6,4,29506468
3081,0.0,2023,20.705698772601586,3,3,3,13275235
636,0.0,2024,26.50657900256906,1,1,17,2628777
1031,0.0,2023,28.58822899121411,2,2,2,4144696
4118,0.0,2023,19.748389473257152,5,5,1,17832078
4085,0.0,2018,20.156558832836723,6,6,4,43595397
3535,0.5,2011,28.16142794688055,4,4,3,14224302
2673,0.0,2010,31.75354576531166,3,4,19,23672548
2750,1.0,2013,35.81138139996359,3,4,0,22874254
591,0.0,2011,30.934423156453,1,1,11,1964170
1696,0.0,2016,0.8353250658996496,2,1,17,7320333
834,0.0,2013,10.787850850082208,1,2,6,3214883
5946,0.0,2025,6.506816853475687,6,6,10,30068164
3597,0.0,2011,36.62003703048104,5,6,14,19531028
2651,0.0,2019,21.902562502714893,3,4,18,18418526
4213,0.0,2014,17.559043122156012,6,6,7,43710499
3291,0.5,2025,33.87267884081756,5,5,1,47393177
2986,1.0,2022,3.903269940850243,4,3,1,56817210
3561,0.0,2018,31.816093163548455,4,5,3,13724447
4030,0.0,2023,23.74710398297049,5,5,7,27738076
1026,0.0,2013,19.308802165929,1,1,17,3837486
2487,0.5,2020,29.875495876936213,4,5,0,12539418
4052,0.0,2010,1.4357208821791647,5,5,4,26184818
559,0.0,2017,5.06811488374337,1,2,8,6711244
1523,1.0,2017,18.204530471712538,2,1,0,14777824
3772,0.5,2025,4.642423886533515,5,5,0,22878485
1667,0.5,2023,21.98539406845068,2,3,0,8610960
735,0.0,2019,26.98577573420891,1,2,10,4799927
2265,0.0,2019,29.182865796330866,2,2,13,14424171
1803,0.0,2014,11.034645431985744,3,4,8,12300762
5044,0.0,2023,34.50750078266344,6,6,13,34647607
899,1.0,2017,4.555947221407069,1,1,2,5764705
3184,0.5,2025,41.82850933576956,3,2,0,14872915
2246,0.0,2023,6.566907161460125,2,2,16,17913804
3279,0.5,2010,19.821222031446837,4,4,3,13934097
5560,0.0,2011,2.213828919648731,6,6,14,20624552
4254,0.0,2023,22.03655167413304,5,4,4,30788555
2483,1.0,2025,41.73195183845169,3,2,3,40285436
1331,0.0,2013,10.044552992806153,2,2,5,14719741
3024,0.5,2012,40.83078098507131,3,2,0,34257247
432,0.0,2023,22.939093584916396,1,2,10,1737726
1546,0.5,2012,5.3036034216616486,2,3,1,7845576
3349,0.0,2021,34.84099628007677,4,3,11,12284183
3854,0.0,2018,19.955953950696355,4,4,14,25262681
3802,1.0,2018,21.833612688824463,4,5,1,22594641
5354,0.5,2024,27.77897139537614,6,6,3,80571410
2900,1.0,2017,37.41756945168705,3,3,3,24966396
5675,0.0,2020,18.74409969990718,6,6,15,36380763
3999,0.0,2016,33.96262300110349,4,4,12,23496860
1449,0.0,2025,7.658638428481055,2,3,10,11827453
1089,0.0,2023,2.6346025664963095,1,2,19,8521532
3525,1.0,2023,2.6018141602172093,4,3,0,24420269
4331,0.0,2017,2.366095784149784,5,5,8,18728595
4701,0.5,2020,23.915801933259093,5,4,3,22720389
4124,0.5,2013,17.865026459401637,6,6,3,18972492
2226,0.0,2016,35.470219183845145,2,2,14,12979866
4190,0.0,2025,0.6380139881652769,6,6,0,36838700
667,0.0,2020,30.37454066473787,1,1,17,7091233
1492,0.5,2017,17.149596422739645,1,1,0,7610746
2479,0.0,2013,21.4456800425861,4,5,8,8238544
532,1.0,2025,6.506421414661984,1,2,0,10849867
4778,0.0,2021,34.5869237289944,5,4,1,18972685
415,0.0,2014,39.211648314112885,1,2,17,2408429
5769,1.0,2017,2.070360698817467,6,6,0,103151758
5982,0.0,2023,15.54265963920761,6,6,13,71810635
3061,1.0,2023,19.011243242792435,3,3,0,54469519
4705,0.0,2022,38.59841608562743,5,6,2,17887573
2656,0.0,2025,35.8863535737613,4,3,17,10727556
5021,0.0,2011,24.914415804924218,6,6,20,17255933
4792,0.0,2013,8.51218766736811,5,5,1,51418128
4351,0.5,2013,25.15500582829828,5,6,1,18442196
5081,1.0,2024,20.118560574056403,6,6,0,33660801
872,0.5,2019,40.689678517534105,1,1,2,6774090
1240,0.0,2024,12.419786649702587,1,1,20,9737340
1549,1.0,2022,35.893905297914074,2,1,1,26232422
2724,1.0,2013,25.65360830350019,3,2,2,24851994
4170,0.5,2010,1.9812373386437938,5,4,0,53630183
5000,0.0,2015,11.632564209541364,6,5,2,56168139
881,0.0,2020,6.312261354712014,1,1,18,6254609
5430,0.5,2012,21.34193617111976,6,6,0,39003465
3883,0.0,2011,35.75738557390592,5,6,0,11973938
1858,1.0,2022,26.617310279365352,3,2,0,30701921
3634,0.5,2020,15.039661046271663,5,5,3,18513459
3401,0.0,2019,32.842143018909056,5,6,3,22309541
2713,0.5,2017,28.094329282963418,3,3,1,20319916
2765,0.0,2016,3.593897882190143,4,3,20,20211131
3569,0.0,2016,5.30836457381799,5,5,9,14607151
5095,0.0,2016,5.007188870937952,6,5,3,59419291
5639,1.0,2011,14.690974046295224,6,6,3,31944042
2307,0.0,2022,26.264450238158002,3,2,11,9406675
5057,1.0,2014,41.93710337180962,6,5,3,39916870
5560,0.5,2010,30.244711981821006,6,5,2,38384168
5566,0.5,2011,32.0323857869853,6,6,0,62913768
4477,1.0,2019,4.813503284155228,5,4,0,50517987
2936,1.0,2010,5.188438581540058,4,5,1,27066195
3984,0.0,2021,6.653789217652961,4,4,0,17616932
3365,1.0,2015,26.429337021578178,4,5,3,17554848
666,0.0,2022,33.57413644699097,1,2,13,6990117
1535,0.0,2018,35.714623501342,1,1,14,9297215
2458,0.0,2017,9.867745830573497,3,4,13,17845690
4976,1.0,2015,32.652342414766814,6,6,1,26210939
5227,0.0,2016,14.871995164969206,6,5,6,21220744
742,0.0,2012,25.31876530621047,1,2,18,2522107
3208,0.5,2019,23.206487906513267,4,5,3,43644894
5592,0.5,2011,3.7493110782975525,6,6,0,75458426
4129,0.0,2017,37.92155093825167,5,4,8,14913989
3532,0.0,2014,33.18635608330341,5,6,10,12158371
1402,0.0,2016,30.621800905897377,1,2,3,5054253
679,0.5,2013,15.633977981414112,1,1,1,8723329
5546,0.0,2013,44.63753759178784,6,6,17,30532225
4786,0.0,2025,3.2957600089049928,6,6,4,22277177
5508,0.0,2024,13.956453487041857,6,5,20,45162740
1363,0.5,2022,6.35813335103529,2,1,1,12811814
2469,1.0,2014,10.980611086527944,3,3,2,42330411
2970,0.0,2024,20.358474302415015,3,2,11,23120766
1035,0.0,2013,27.772244615110527,1,1,15,3521521
4950,0.5,2014,4.861336876374359,6,6,2,24687847
5368,0.0,2016,26.354340769365933,6,5,18,55118306
1009,1.0,2023,35.141160849990676,2,1,3,10544970
2523,0.0,2021,41.43037188562882,4,3,0,25004195
2641,1.0,2015,9.7847289598586,3,4,3,43784632
5886,0.5,2016,40.2019993514425,6,6,3,42060730
4298,0.5,2016,39.26192003372046,6,5,3,32221990
1922,0.0,2018,13.04020071366896,3,3,17,7780821
3203,0.0,2011,31.09257353118686,5,5,8,18363066
4217,0.0,2024,31.362588461679,6,5,7,47712578
5218,0.5,2022,42.66052530106574,6,6,2,24515972
3767,0.0,2012,10.786632149029462,5,6,20,40583145
567,0.5,2023,4.622419922752013,1,1,1,3249116
2626,1.0,2024,25.40068881274999,3,2,2,27758010
3704,0.0,2024,11.94433825129536,4,5,1,48170277
2840,0.0,2025,10.99453387083171,3,2,4,13640497
4134,0.0,2012,41.57923633402889,6,5,2,21750357
1052,1.0,2024,32.67898781816583,1,1,1,6433000
1834,1.0,2020,30.305522443418784,2,3,2,29499317
1647,0.0,2025,42.87318045782264,2,2,10,10925412
2024,0.0,2015,3.5723636819430045,3,3,14,14406327
4250,0.0,2021,26.627298147442783,6,5,18,47462034
4767,0.0,2010,22.19219216283279,6,5,18,27296846
4367,0.5,2023,13.945615509112335,6,6,1,40856159
3116,0.5,2018,26.60529514182467,4,4,3,25610295
1224,0.0,2014,36.11217350128471,1,2,9,11395366
1488,0.0,2015,25.481452485160837,1,1,7,15932312
4060,0.0,2016,8.238912564982245,5,5,0,28353383
490,0.5,2010,25.585360065539984,1,2,1,5568250
3962,0.0,2012,9.242252110203461,5,5,12,24769825
5744,0.0,2023,7.2247322916493495,6,5,17,74861333
